tweets,sentiment
"Kabupaten Sleman menjadi kabupaten dengan jumlah kasus positif virus Corona (COVID-19) terbanyak di Daerah Istimewa Yogyakarta (DIY). Kendati demikian, Gugus Tugas DIY belum menyebutnya sebagai zona merah. #CoronaUpdate #Yogyakarta https://t.co/tJZ25BLkYl",1
"Gara-Gara covid 19 puasa jadi 30               hari, biasa kan sebulan.",1
"Optimis bukan sekedar slogan, tapi juga dihitung dengan waktu yg presisi…. dimulai dari corona berlalunya bulan apa ya pak ? after 2024 kah setelah terpilih presiden baru ? https://t.co/9LaVKixzmu",0
".
Dirjen Pothan Kemhan RI Ibu Bondan Tiara Sofyan memimpin upacara pembukaan Bimbingan Teknis Relawan Komponen Pendukung Pertahanan Negara Bidang Kesehatan Yang bertujuan untuk percepatan penanggulangan #COVID19,… https://t.co/s9Gv2feCIu",1
"DPW PSI Sumut Bagi Sembako, Masker dan Semprot Disinfektan

#PSIbersamaRakyat
#SolidaritasLawanCorona

https://t.co/YLQzQv7iTT",2
"Selamat datang bulan Mulia
Bulan Ramadhan
Bulan penuh rahmat dan ampunan
Selamat menjalankan beribadah Ramadhan, semoga segala amal ibadah kita diterima disisiNya
Semoga pandemi Covid-19 ini segera berlalu dan… https://t.co/aPMWvUse4g",2
Banyak mengkonsumsi makanan yang asupan protein tinggi seperti #ikan_lele dan mengikuti arahan dokter selama masa isolasi. Akhirnya pasien yg terpapar #COVID_19 dinyatakan SEMBUH. https://t.co/zQPVpZe2Ox,1
"Titik kritis dampak pandemi Covid-19 terhadap perekonomian akan terjadi pada triwulan II-2020.

#Ekonomi #adadikompas #COVID19 
https://t.co/EetuQB3cvq",1
@IICEDAMERICANO Banyak bat kek corona,0
Jokowi meminta kepada jajarannya menyampaikan keterbukaan informasi perihal kasus COVID-19 di Indonesia. Jokowi enggan pemerintah dianggap menutup-tutupi data. #Jokowi #VirusCorona https://t.co/kgOzhU8Zgu,1
@WahabisLokal Justru dia minta lockdown karena biar nggak perlu kerja. Tinggal ongkang2 kaki... dengan penerapan PSBB jadi keliatan kl anies nggak becus menangani situasi darurat corona,0
bhakti sosial untuk ringankan beban masyarakat di tengah pandemi corona. #BaksosPolriPeduli,2
"maka prediksi modelling paling akurat dari berakhirnya Pandemi ini, Allah yang menjawabnya sendiri di diksi selanjutnya. Pada ayat yang sama.",1
"Telponan ama si yulitha mah obrolannya berat 😭 dari persiapan lahiran, politik global, pemerintahan jokowi ampe konspirasi dunia tntg covid-19.

Otak gw yg isinya eue doang ga bisa mencerna. Beratt cuk 😭",0
"@AbahNasrullah Corona dan hawa nafsu minggir dulu, Ramadhan mau lewat --&gt; #SambutRamadhanKita",2
Warga Pelosok di Kobar Terdampak Corona Diberi Bantuan Sembako #TauCepatTanpaBatas #BeritaTerkini #BeritaDaerah . https://t.co/CaJcceU8py,1
"Nasib jomblo saat #dirumahaja
Buka wa - liat story - menu
Buka IG - Liat story - menu
Buka Twitter - baca baca - Reetwet - menu.
Ujung - ujung nya nonton film
Segabut itu kah jomblo saat #dirumahaja",1
"Update Corona Sumatera Utara: 105 Positif, 146 PDP, 21 Sembuh https://t.co/Jp4uRRP5V3",1
Menko Polhukam Mahfud Md menjelaskan mengenai persoalan kekebalan hukum dalam Perppu No 1 Tahun 2020. Apa katanya? https://t.co/pBWuXFAW3A,1
"Selamat sahur guys, alhamdulilahhh bisa puasa lagi. Semoga corona cepat ilang 😢✨🌈❤️😇",2
"Gara² video tugas Gerald. Kita jadi lanjutin aja videonya ya. 
#dirumahaja @ Jakarta, Indonesia https://t.co/8SOZ5HiMbB",1
Pandemi ini ngebuat gue jd texting orang2 yayaya,0
"Silakan bergabung besok ya teman2...

#MeditasiOnline #DiRumahAja #DialogSpiritual https://t.co/FkwABh9zua",2
Semoga corona hilang bulan depan ... udh ga ada pemasukan ini .. https://t.co/bV3trlfLGy,2
"Galang dana untuk tenaga medis, Erwin Gutawa menggelar konser orkestra dari rumah. https://t.co/3LAsNNV4qJ",2
memeseran online tp kenapa diambilnya di indomaret gusti keur corona kieu aya aya wae teu ejreug barang meuli nanaon teh..,0
"Assalaamu'alaykum wr wb
Saya ada Alat Pelindung Diri (APD) lengkap untuk menghadapi wabah Virus Corona 19 / Qiff 19. Rapid Test pun ada, barangkali anda Donatur untuk pembelian APD tersebut dibawah ini bisa hubungi saya. Semua APD berasal  dari Bandung ya.. https://t.co/LEyiwvCXZU",1
"Begini cara umat Muslim di AS merayakan Ramadan. #RamadanDekatDiHati

https://t.co/Rjsg881SLP https://t.co/ucQzTQ6fKJ",1
Corona ilang lah gw mau muterin cipadu nihh!!,0
"target untuk pendidikan lagi harusnya gak lama setelah kerja.. tapi klo keadaan corona gini harus nunda target lagi dan memulai dari nol..gapapa, umur dihabiskan untuk pengalaman dan pendidikan..yg penting usaha dan berdoa gak sesuai target? biar yg di atas menentukan.",2
"Bisa dm langsung ke sini ya :) 
Cc : @drhaltekehalte 
Terima kasih 🙏🙏
#staysafe 
#dirumahaja 
#biarkamiantar",1
Grgr corona kita jd jarang #SilaturahmiSetiapHari https://t.co/SKOqSWTNHz,0
"Bantuanmu sangat berarti untuk para keluarga prasejahtera. Dengan tidak perlu membayar tagihan listrik, mereka bisa menggunakan uangnya untuk membeli sembako.
Ikuti langkah mudah ini dan ulurkan tanganmu untuk membantu. Bersama kita bisa melewati masa pandemi yang gelap ini. https://t.co/QjklwIFSgQ",2
"Giat bak Oppo, kel. Rawaterate, armada 1349T
Sabtu, 25 april 2020 
@aniesbaswedan @Herwansyah @yogiikhwan @mmmulyana39 @dinaslhdki @SudinLHTimur @ProKlim_KLHK
#DinasLHDKI 
#PSBBJakarta
#YukPakaiMasker
#Dirumahaja 
#LawanCovid19
#JakartaTanggapCorona https://t.co/N9XKLrxAjN",1
"sadar kapasitas la, kl bukan siapa2 gausa ngetweet tentang covid.",1
Ada 3 Klaster Penularan COvid-19 Terbuka di Banyumas https://t.co/H529le2Lt9,1
"Di tengah pandemi dan kampanye #DiRumahAja , tampaknya keputusan orang memilih ponsel akan berubah.

Ya kan ga keluar rumah: di mana ponsel dibutuhin — awalnya.

— SEBUAH UTAS —",1
"Puasa disebut dapat meningkatkan imun tubuh, berikut aturan makanan yang bisa dikonsumsi agar tubuh bisa tangkal virus corona!

https://t.co/jf98neQYCY",2
Menhub Budi Karya meminta seluruh pihak mendukung pemerintah di tengah perjuangan melawan pandemi covid-19.  https://t.co/ZjhZkKekQJ,1
"Kandungan antioksidan, protein, mineral &amp; vitamin mbuat beepollen dpt mbantu meningkatkan sistem kekebalan tubuh &amp; melawan stiap penyakit trmasuk virus corona. Utk info lbh lanjut klik link ini https://t.co/OWP7tn2XYc 
https://t.co/BpQEMmA9sg",1
"yaa allah jgn biarkan hal2 buruk menimpa hamba dan  keluarga hamba jauhkan dr segala marabahaya dan penyakit  dan berikan nikmat sehat dan keselamatan di dunia dan di akherat
marhaban yaaa ramadhan 1441
mohon maaf lahir dan batin 
#IbadahDiRumah #MarhabanYaRamadhan #COVID19",2
@ijlalfizardiii Corona ank manesi kalo ada wujudny gua gebukin anjinccccc,0
"Kinerja Dibayangi Covid-19, Begini Jurus Transcoal (TCPI) Jaga Kinerja https://t.co/qwhI8LA0vl",2
"Akibat Corona, Pedagang Tunda Beli Motor Bekas https://t.co/tq6vNgAD05",0
"Syeikh Ali Jaber: Jangan Mudik, Jangan Biarkan Wabah Corona Menyebar https://t.co/DT459mYBBy",2
"Dari dulu nih kan, aku tuh memang punya penyakit kambuhan. Yaitu demam. Badan panas dingin. Biasanya sih sans aee ngadepinnya kalau kambuh. 

Tapi dikondisi sekarang, penyakitku jadi macem gejala corona tuh katanya. Makanya agak serem juga.

Kemaren waktu korban meninggal...",0
"Rekans, kondisi luar biasa Pandemi Covid-19 belum pernah terjadi di dunia dan ini berdampak hampir di seluruh negara dunia. jadi ini adalah kondisi yang bisa disebut extra ordinary. 

#IniUntukKita
#LawanCovid19 https://t.co/3AlkwfJrHY",1
"@Kanim_Jaksel halo bgmn bila wna yg punya kitas/merp ingin ke jkt? Lalu, mau tanya point pasal 3 ayat 2 b. Apakah artinya wna hrs berada di negara yg bebas covid terlebih dahulu..skrg hampir ga ada negara yg bebas covid. https://t.co/DJQ7iTy1Xg",0
Tya Ariestya: Ke Rumah Sakit di Masa Pandemi Corona Deg-degannya Minta Ampun https://t.co/K1F5AjCTxI,0
"Semakin kita disiplin untuk tetap #dirumahaja, mengurangi aktivitas di luar, maka semakin sedikit interaksi, lalu semakin kecil pula potensi penularannya. Dengan begitu pandemi ini akan lebih cepat usai.

Tetap semangat, kita #hadapibersama!

#PSBBJakarta #JakartaTanggapCorona",2
"@YoGojekYo semoga sehat dan berkah om, ayo minimalisir aktifitas diluar rumah, persiapkan keluarga kita untuk dunia baru setelah pandemi ini berlalu.
#ButuhDriver 
#terimakasihorangbaik",2
Perusahaan Otobus (PO) Naikilah Perusahaan Minang (NPM) mengeluhkan dampak virus corona (Covid-19) yang membuat tidak beroperasi di tengah PSBB. https://t.co/bFjzYrRV88,0
"Senin ini perjuangan kamu untuk tetap #DiRumahAja akan ditemani @wafdasaifan dengan Official Lyric Video #PerjuanganCinta! 🥰

Klik https://t.co/dVtU1UWXKj untuk nonton full video-nya di Youtube Channel #MDMusic sekarang! ✨

#MDMusicThrowbackMonday https://t.co/CctX6ibqDM",2
Inilah Daftar Lengkap 152 Sekolah di Jakarta yang Akan Dijadikan Tempat Isolasi Covid-19 - https://t.co/SWxqbZ2kYk,1
"Perjuangan Menhub Budi Karya Pulih dari Corona, Sempat Tak Sadar 14 Hari https://t.co/NwU5ZPzG2W",1
Selama wabah pandemi ini yang masih belum tau kapan berakhirnya. Ngebuat gue muter otak gimana caranya biar tetep ngehasilin uang. Mencoba produktif kembali kayak dulu. Karena kita gabisa terus2an bergantung ke tempat kerja kita sekarang. Karena kita ga akan tau gimana kedepannya,2
@n_amalyaa Gmn mau terbit ya. Corona begini,0
"Setelah mendapat apresiasi dari DPR RI terkait aksi kemanusiaan terhadap masyarakat terdampak Covid-19, DPR RI kembali memberi apresiasi kepada Polri terkait kinerja dalam menjaga Kamtibmas. #DPRRIApresiasiPolri.",2
"Anjay ini ngapa jadi cerita baju 😅, pdhl mau cerita ttg Corona, td udh ada Ilham buat nulis, malah nulis ngalor ngidul ora jelas 🙄, emg gk ada bakat nulis 🤣",1
"@ustadtengkuzul @na_dirs Mudik dan pulang kampung intinya penyebaran corona semakin merata dari dari daerah pemukiman ke daerah asal,  dan intinya perintahnya telat..  Dampaknya,bukan bersilat lidahnya..  Lain katanya Lockdown di rubah kata macam2 hingga PSBB intinya semuanya rezim ogah tanggung jawab.",0
"#CoronaUpdate Tercatat 75.157 spesimen virus Corona telah diperiksa di seluruh Indonesia. Didapatkan hasil positif sebanyak 9.096 dan hasil negatif sebanyak 50.313.

via @detikHealth https://t.co/PX7HGUV05w",1
Gila stress bgt gue corona gini ga bisa sniff parfum cuma bisa liat reviewer???? Iri!!! 😢 Mau beli decant tp males lebih suka beli yg lgsg full bottle. Siklusnya kayak sniff - suka - nabung,0
"@zarryhendrik Kalo gitu, coba ah nawarin dagangan. Aku punya toko bahan, tapi selama pandemi ini sepi. Akhirnya bahan di toko beberapa dijadiin masker biar tetep bisa gaji karyawan toko sama bagi rejeki ke kang jait sekitar toko. Siapa tau followernya ada yg minat

https://t.co/rKHHU2MyQk",2
"Ner bener quarter life crisis , beban hidup berat banget , gara - gara ini wabah mental gue bener diuji , hampir pasti gue kehilangan kerjaan gue , rencana yg udah gue atur seketika ancur , tapi gue cowok gaboleh nyerah !!!",2
Semua kegiatan yang biasa dilaksanakan umat Islam diimbau untuk dilakukan dari rumah demi mencegah penyebaran virus Corona (COVID-19). https://t.co/SHuvbaLJLh,2
Btw klo kita bosen dan jenuh sama Corona dia bakal ninggalin kita ga ya. hehe,1
Muslim ISIS menyebut bahwa bila ada Muslim yang terinfeksi Virus Corona itu adalah Muslim munafik. Muslim ISIS kebal Virus Corona. https://t.co/TDAJDX6gKz,1
Update data #COVID19indonesia berdasar jenis kelamin dan umur. Catatan tidak semua data ada jenis kelamin dan umur #dirumahaja #pakaimasker #jagajarak #cucitanganpakaisabun https://t.co/vYUdn5tCag,1
"@DanielCaramoy4 @zyzwady @Iqbalmuhy @pemsingobanga @ismailfahmi @LubisRizal Mas nya gak takut, apa mas nya gak mau jadi relawan covid19 ini? Mati masuk surga loh",0
Misss yaaaa 😫😫😫😫 cepet enyahlah pandemi ini 💔💕🎀🦩 @ Pink Mamma https://t.co/AI9xORDMUE,2
"Sebuah studi menelaah 2.600 pasien covid-19 di New York City, mendapati tingkat kematian sangat tinggi 88% disebabkan pasien yang ditempatkan pada perangkat ventilator.  https://t.co/iTMuWT76Og",1
"Pengumuman Wisuda Juni 2020 &amp; Pendaftarannya

Dikarenakan situasi pandemi COVID-19, wisuda Sarjana dan Pascasarjana Unika Atma Jaya tanggal 2 Juni 2020 akan diundur dan akan diumumkan lebih lanjut penyelengaraannya. https://t.co/prHFBnsx26",1
"@Faith19241 @K1ngPurw4 @Dennysiregar7 ngga yg salah jika pulkam dihubungkan dg hilang pekerjaan (sementara atau permanen) &amp; mudik  dg lebaran.klo bicara berdasarkan definisi KBBI pasti disalahkan, coba pikir dr sudut kontex wabah covid &amp; lebaran (mudah2 kedepannya tak ada lagi)
Nanti ada yg  tuduh saya bojar bujer",2
Pada akhirnya ini bakal terjadi setelah corona beres. https://t.co/sTsz9YnH1S,0
Presiden ADB memuji respon Pemerintah Indonesia hadapi pandemi. Dukungan internasional sangat berarti bagi penanganan #Covid_19 . https://t.co/tT9Jhsm6xF,2
Alhamdulillah yg sembuh dari corona makin banyak🙏,2
@Habibanaak @fvuMp1qZ3bpp0Uj @Dennysiregar7 @Lendy49701992 @ruangguru @AdamasBelva @aniesbaswedan Ribut aja lu pada. Mending lu ribut ama corona dah Sono,0
"Terdampak Pandemi Covid-19, BUMN Energi Berharap Insentif Pemerintah https://t.co/oDi3Aya3AP",1
"World War III telah dimulai...
Sekuel pertama diperankan oleh COVID-19...
Sereeemmm... https://t.co/QXqBpciUMc",1
Palang Merah Indonesia (PMI) mengatakan setiap pemakaman pasien Corona (COVID-19) sudah dilakukan dengan prosedur khusus. Berikut penjelasannya: #Pemakaman #JenazahCorona https://t.co/2CPNqmrg9h,1
Penanganan Corona Indonesia di Mata Warga Asing https://t.co/2zNuG2zW2h,1
"Alhamdulillah terawih pertama lancar mudah2an semuanya dilancarkan puasa dan ibadah walau kondisi negeri lagi pandemi. Maaf lahir batin semua, semoga cepat membaik🙌🏻",2
"Seperti banyak pengusaha lainnya, usaha Cristiano Ronaldo juga lesu dihantam pandemi corona. Pakaian dalam, usaha utama CR7, merosot penjualannya. https://t.co/Pm44lv2xi1",1
"Perjuangkan hak hak orang tidak mampu karena dampak covid 19

PSBB harus dipatuhi tapi biaya makan tidak ada mau bagaimana ini 

Kita mau dirumahkan asal bantuan tepat sasaran https://t.co/IVzzlVs60T",2
"10.56 #BeritaSONORA - “Tidak ada gunanya mudik sekarang. Mau dilarang atau tidak, karena semua daerah sudah memberikan aturan kalau datang dari kota besar,"" https://t.co/6JLECLeYRp",1
Apa bener tanggal 29 vaccine covid bakal ada?just wait n see,1
"Dianggap Tidak Becus Tangani Corona, PM Inggris Digoyang Oposisi https://t.co/NZAso9i59w",0
@BubblegumGvrl corona berakhir gas lah,2
"Dokter AS Temukan Pasien Corona Alami Silent Hypoxia, Kondisi Apa Itu? https://t.co/C49mncZqwL",1
"Benarkah Suhu Panas Bikin Covid-19 Cepat Koit, Faktanya? https://t.co/a2fjPSuaBY",1
"https://t.co/HVKhKIbQqv
Cover lagu Rumahkita pemuda matraman,
#dirumahaja 
#MagerWithDCODE 
#coversong",2
"Orang jaman now:
1)Masalah gw paling berat.
2)Jangan bandingin masalah gw dengan masalah orang lain.
3)Kalau lu bandingin, balik ke peraturan 1.

Masalah lu ga punya ipad, terus masalah orang mati krn kelaparan ga bs kerja krn covid. Masih ngeyel jg bilang masalah lu lebih berat?",2
"Pemprov Jatim mengadakan pasar murah kebutuhan pokok di JX International Convention-Exhibition, Surabaya. Lumbung Pangan Jawa Timur dari 21 April-21 Juli 2020 dengan sararan warga terdampak wabah virus korona.

#Nusantara #adadikompas #COVID19 
https://t.co/grivFGWwvW",1
Iran Bersiap Buka Kembali Masjid Di Wilayah Bebas Virus Corona https://t.co/hKvFxMYRhD,1
Blm ada laporan orang gila terinfeksi corona ya ..,0
"Empat kasus positif Coronavirus Disease atau Covid-19 di Jawa Timur di antaranya berasal dari Kabupaten Sumenep, Madura. Sumenep sempat disebut sebagai daerah yang bertahan di status zona hijau.

https://t.co/MF9sjJVh33",1
"JAKARTA, https://t.co/vuXwLcgDO7 - Sebuah penelitian baru di Perancis mengungkapkan bahwa nikotin bisa melindungi orang dari infeksi virus corona.  #Nikotin #PenelitiPrancis #Rokok https://t.co/4R1h2xvQL7 https://t.co/zoOOz72tTP",1
"Pandemic covid-19 mengharuskan saya utk tdk mudik saat lebaran, berat buat perantauan seperti saya. Kehangatan &amp; kebersamaan di moment yg menurut saya sgt sakral hrs saya ikhlaskan demi memutus mata rantai pandemic ini. Stay at home menjadi satu”nya pilihan. Sy ikhlas 😌",2
"Perkenalkan Glassafe dan ‘S’, Desain Kursi Pesawat Anti Corona Besutan Aviointeriors - https://t.co/6wkp0WyWBo #KabarPenumpang #Covid19 #Airlines #Glassafe #chair https://t.co/SvFsysi3dt",1
"Sampai hari ini belum juga ada bantuan sembako atau dalam bentuk uang dari rt-rw kami. Ini di Jakarta, bagaimana dengan di daerah-daerah lain. Semoga di daerah lain penanganannya lebih cepat. 
#COVID19 #Quarantine #VirusCorona #QuarantineQuotes",2
"@rya_nugrohoi @Dahnilanzar mungkin beliau lagi elus2 dada, ""untung bukan saya presiden pas lagi corona gini""",0
"Tahun ini terpaksa gak pulang dulu yaaaa..
Selain karena wabah coronavirus, 
Mungkin juga karena terbatasnya fuluuuss..
Jadi sekali ini, yuk lebaran di perantauan aja.
Gambar @KemenkesRI
#pulangkampung #music #PulangKampungBukanMudik #Mudik2020 https://t.co/Exc85E0AC4",2
"Demam berdarah juga sedang melanda kita dan menjadi ancaman bagi kita ditengah pandemi covid 19...
Tetap waspada DBD!!!
Mencegah sebelum mengobati...
.
.
.
#BMKSolution #dbd #fogging #abatejentiknyamuk #stayathome #lawancovid19 #lawandbd #kemenkes #dinkes
https://t.co/qH4dKF0eaQ",2
"Selamat menjalankan ibadah puasa ya. Mohon maaf apabila ada salah kata dan perbuatan. Alhamdulillah masih bisa ketemu ramadhan di thn ini, walaupun sikon ditengah wabah covid-19. Jaga kesehatan dan stay safe yo guys. ✨",2
"Misalkan,puasa terus mandi pas mandi gayungnya ke telen,batal ga yah?

#SeriusNanya #COVID19 #puasa #PuasaTahunIniBeda #puasa2020",1
komposisiku dalam romantic gitar...semoga menginspirasi 🙏.                                               #AprilBerkahRamadhan #dirumahaja https://t.co/cw7KgGhKig,2
"Mungkin nggak banyak millennials dan generasi z yg tahu astronom dan filsuf feminis keren ini... ❤️ #kartiniedition #pencildrawing #pencilsketch #pencilonpaper 
#alexcartoon #workingfromhome #stayhome #dirumahaja @… https://t.co/5gXqrKToKB",1
"Dampak wabah corona, PON XX Papua resmi ditunda hingga Oktober 2021 https://t.co/cwEcOrj0ZX #PON",0
"Cile akan jadi negara pertama di dunia yang mengeluarkan paspor imunitas untuk traveler yang sembuh dari Corona. Pemilik paspor ini bisa bebas dari karantina. #Cile #Paspor

via @detikTravel https://t.co/UTgARbRrRW",1
"Pemprov Bali dianggap berhasi menahan penyebaran covid-19 melalui program, pola, dan skema tepat yang melibatkan desa adat seperti pembentukan Satgas Gotong Royong dan Relawan Desa.  https://t.co/vfzU6Bs4mU",1
@AfifFuadS Tanggung panggil aj yg positif Corona biar ikut berjamaah...manusia sok plg tahu agamatp Ng faham ajaran agama,0
Sebanyak 12 kabupaten/kota di Sumbar menyumbang 97 pasien positif Covid-19. https://t.co/AsSJy7EhmK,1
Peluang: Setiap krisis membawa peluang. COVID-19 tidak berbeda. Mari kita evaluasi apa yang mungkin menjadi peluang / area pertumbuhan baru yang akan muncul sekarang. @detikcom,1
"Usai menjalani karantina selama 14 hari di RS Unhas, eks Ketua Badan Liga Indonesia Andi Darussalam Tabusalla (ADS) dinyatakan sembuh dari Corona (COVID-19). https://t.co/vw39jHDGPd",1
"Masyarakat berperan penting menjaga pangan nasional di tengah wabah korona saat ini, dengan menghindari belanja panik dan tak menimbun bahan pangan. Saatnya kepedulian, kesetiakawanan, dan solidaritas dipulihkan. 

#Opini #adadikompas #COVID19 
https://t.co/PkHc5mmX8E",2
"Sangat benar sekaleee.. pak. Sekarangkan saat Covid 19 ini rakyat sedang butuh yg murah2.
Atau mungkin Pertamina mau saving sebanyaknya untuk celengan sampai harga dunia mulai normal?
Pertamina Banyak Hutang. https://t.co/R3317Nb9LT",0
"3 Dokter, 1 Perawat RSUP Dr Sardjito Positif Covid-19 https://t.co/vKAvJeRv0k https://t.co/Vs7ZXbkv5V",1
"@kompascom Gak kena Covid19 malah mati jantungan, dasar gak punya perikemanusiaan",0
"PBB siapkan paket stimulus untuk beberapa negara terdampak Covid-19
https://t.co/ZQzqI724wL",1
"Tangkap saja si Iqbal!
dia mau membuat banyak org yg terpapar corona?
Tindakan subversib (dulu).
Melawan dan banyak bicara, dorr kakinya! 😊 https://t.co/8uzHRhkrKs",0
"BUMN pangan yang diminta pemerintah menjamin pasokan selama pandemi covid-19 diantaranta Perum Bulog, PT.RNI, PT. Sang Hyang, dan PT. Pertani.  https://t.co/hI967lGJUX",1
"Menghitung hari

Ramadhan
Ramadhan
Ramadhan
Ramadhan

Semoga kita bisa ibadah dengan khusu , hikmah corona kita bisa lebih banyak ibadah di Ramadhan tahun ini tanpa kerja😇😍🙏🏻
Aamiinn insya Allah",2
Masker Corona hingga Botol Disinfektan COVID-19 Merusak Lingkungan https://t.co/ppgwAv6BxI,0
"Dubes RI Beberkan Cara Turki Tangani Corona, Partai Penguasa dan Oposisi Bersatu https://t.co/pSyEX6tNGr",1
"Selamat pagi semua. Hari ini kita memperingati hari buku dunia.Di tengah wabah Covid 19, buku adalah salah satu jendela untuk melihat dunia #haribukusedunia https://t.co/OJnKI7ICBF",2
"Mari bersama kita bangkitkan rasa saling dan junjung serata pupuk KEGOTONGROYONGAN kita dalam menghadapi pandemi ini ...semua serasa ringan mana kala kita bersama sama
#SolidaritasAtasiCovid19 https://t.co/TLRT3Th3AZ",2
Konglomerat Ini Justru Meraup Untung Rp1.952 Triliun dalam Sebulan saat Wabah Corona Mengganas  https://t.co/l9pzmIyN1e #VirusCorona #COVID19 #Konglomerat,1
67.828 Lebih Spesimen Diperiksa Terkait Covid-19    #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/w2bUzhpFa7,1
"2. Dengan demikian, terjadi penambahan kasus positif #COVID19 sebanyak 214 orang. 

Kasus sembuh bertambah 44 orang dan kasus meninggal bertambah 22 orang.

#BersatuLawanCovid19",1
"2. OTG ada 42 orang. ODP 5.884 orang, 172 di antaranya masih dipantau. PDP 5.248 orang, di antaranya 860 masih dirawat, dan 4.388 sudah pulang dan sehat.⁣
⁣⁣#JakartaTanggapCorona #hadapibersama #PSBBJakarta #dirumahaja",1
"Kepala Satgas Covid-19, Dony Monardo, menyampaikan kabar baik bulan JULI kita bisa hidup normal kembali. Tentunya jika kita disiplin melaksanakan  Social Distancing @BNPB_Indonesia @egymasbugis https://t.co/s4hh5m5MPU",2
@HitamPutihT7 @TRANS7 Coba tlg di liput penderita covid-19 yg sembuh dari kalangan masyarakat bawah dan menengah. Selama in yg diliput sepertinya org2 atas dan punya kemampuan finansial jd kelihatannya bagus pelayanannya. Didaerah belum tentu.,0
@imRose___ @little_agassi Menurut yg aku liat itu asli ya. Dan boleh sih anak jabodetabek kalo dah corona kita ekspedisi kesana bareng2 nanti aku kasih tunjuk dan rasain😭,2
"Daripada Kita bertakut takut ria karena Corona, Lebih baik berjoget joget ria. 
#HariBumi #Ramadhan #haribumi2020 #StopMudikCekalCorona https://t.co/JETjJBiA2T",2
"Omset Anjlok, Warung Kopi Marc Klok Nekat Buka saat Covid-19 https://t.co/lxIPrD9BLJ",0
ini pandemi gara gara BMTH,0
"Menjalankan bisnis di tengah situasi pandemi Covid-19 adalah tantangan tersendiri. Ini lima tips jalankan usaha di tengah pandemi Covid-19.

https://t.co/9couZtSIdJ",1
"Jajaran personel di Kepolisian Resor Cilacap dan Resor Kota Banyumas dilatih memakamkan jenazah dengan prosedur pemakaman pasien Covid-19 sebagai antisipasi lonjakan kasus. 

#Nusantara #adadikompas
https://t.co/hRaoj2wtJM",1
"Yang dilakukan ketika quarantine

#Dirumahaja #editfoto #photoshop https://t.co/Tf1MphH8Qp",2
"Semoga saja, bapak atau mas itu (masih muda kelihatannya) dapat memenuhi kebutuhan hidupnya, serta dari pihak pemda hingga ke tingkat pusat dapat menjawab pertanyaan para warga nya yg kehilangan mata pencaharian di tengah kasus pandemi ini, doa kita sama, bumi ini lekas pulih😊",2
"Pasien Corona Terus Membanjiri RS, Imam Prasodjo: Tingkatkan Kesadaran, Covid-19 Bukan Hal Main-main https://t.co/5BRuM45bIH",1
"YG KITA BUTUHKAN GENEE, BUKAN PENEBAR HOAX ! Unair &amp; ITS Ciptakan Robot ""Raissa"" pengganti perawat PASIEN Covid19
@PBIDI
@fkmui
@hudattamini @sarmawan @SalahKunci @NGOBUSH3 @FarelmaxL @hputrantoadi",2
"@Asknonym ntar aja nder selese pandemi, smg aja ni cepet udahan.",2
"Pendataan jumlah korban jiwa terdampak Covid-19 masih terbatas kepada korban terkonfirmasi positif. Padahal, detail kematian akibat Covid-19 perlu disiapkan, bahkan jika masih berstatus pasien dalam pengawasan. 

#Nusantara #adadikompas #COVID19 
https://t.co/I2ZlyKXjdH",1
"Presiden Joko Widodo memutuskan untuk melarang mudiklebaran 2020 di tengah pandemi virus corona (covid-19). Pelarangan mudik ini untuk memutus mata rantai penyebaran virus corona.
.
""Hari ini saya ingin sampaikan… https://t.co/wBVgWm59w3",1
Mantap sekali dong 👍 https://t.co/EdpBA5xcRY,2
Sepak bola terhenti oleh wabah corona.  https://t.co/Uu559ceINj,0
Sang diva berharap masyarakat tetap bisa bersemangat. https://t.co/37UvHcDmmP,2
"@jumintenkoplak @tianfillio @JejakaBaduy Kabupaten tangerang ,lagi butuh sembako untuk bertahan hidup . 
semoga badai virus Corona segera berakhir dan kita kembali menata ulang rencana untuk masa depan .",2
@rahmatmanguleta @collegemenfess Susah jg skrg lg corona,0
"Kemaren gue coba jalan jalan naek motor, sengaja emang cuman mau liat liat aja, katanya sih psbb tapi kenapa jalan raya masih rame, masih ada yang ngumpul2, naek motor masih boncengan dll, gimana wabah ini mau berakhir sedangkan ke egoisan dari diri kalian masih membara.",0
"[ UPDATE - MOQA ""Mahasiswa On Quarantine"" ]

Halo sobat CreActive! 🤗
Gimana nih kabar kalian? Gak nyangka ya, kita udah sebulan lebih #dirumahaja 👩🏻‍💻🏡 dengan menjalani aktivitas yang positif dan juga produktif. https://t.co/BrNlVuaG7t",1
"Berkebun demi memperpanjang kehidupan kala pandemi korona.

#Internasional #adadikompas #COVID19 
https://t.co/nA1Cf9ECDz",2
@suikodeen Dah minum obat herbal anti corona beib,0
Saat Jokowi Tak Ingin Dianggap Tertutup soal Data Corona https://t.co/rMVYglhyNV https://t.co/C8g6dALRsT,1
